rentcafe_property_code,voyager_property_code,voyager_property_id,property_name,property_address,rentcafe_property_id
p1656948,JAX00008,4944,8518 S Lake Marietta Dr,"8518 S Lake Marietta Dr, Jacksonville, FL, 32220",1688805
p1656949,JAX00009,4945,8326 Spicewood Drive,"8326 Spicewood Drive, Jacksonville, FL, 32216",1688806
p1656950,JAX00010,4946,6736 Shindler Drive,"6736 Shindler Drive, Jacksonville, FL, 32222",1688807
p1656951,JAX00011,4947,8409 Red Holly Ln,"8409 Red Holly Ln, Jacksonville, FL, 32221",1688808
p1656952,JAX00012,4948,455 Sago Avenue,"455 Sago Avenue, Jacksonville, FL, 32218",1688809
p1656953,JAX00013,4949,11580 Coral Ridge Avenue,"11580 Coral Ridge Avenue, Jacksonville, FL, 32218",1688810
p1656954,JAX00014,4950,8334 E Chason Rd,"8334 E Chason Rd, Jacksonville, FL, 32244",1688811
p1656955,JAX00015,4951,2143 Thiervy Drive,"2143 Thiervy Drive, Jacksonville, FL, 32210",1688812
p1656956,JAX00016,4952,7565 Ginger Tea Trail West,"7565 Ginger Tea Trail West, Jacksonville, FL, 32244",1688813
p1656957,JAX00017,4953,4092 Sabel Drive,"4092 Sabel Drive, Jacksonville, FL, 32277",1688814
p1656958,JAX00018,4954,8331 Argyle Corners Dr,"8331 Argyle Corners Dr, Jacksonville, FL, 32244",1688815
p1656959,JAX00019,4955,1131 Glencarin Street,"1131 Glencarin Street, Jacksonville, FL, 32208",1688816
p1656960,JAX00020,4956,10932 Putney Court,"10932 Putney Court, Jacksonville, FL, 32225",1688817
p1656961,JAX00021,4957,8329 Staghorn Rd,"8329 Staghorn Rd, Jacksonville, FL, 32244",1688818
p1656962,JAX00022,4958,3916 Bogata Drive North,"3916 Bogata Drive North, Jacksonville, FL, 32210",1688819
p1656963,JAX00023,4959,8955 Cherry Hill Drive,"8955 Cherry Hill Drive, Jacksonville, FL, 32221",1688820
p1656964,JAX00024,4960,8030 N Congaree Ct,"8030 N Congaree Ct, Jacksonville, FL, 32211",1688821
p1656965,JAX00025,4961,10661 Wimbledon Drive,"10661 Wimbledon Drive, Jacksonville, FL, 32257",1688822
p1656966,JAX00026,4962,7675 S Cranberry Ln,"7675 S Cranberry Ln, Jacksonville, FL, 32244",1688823
p1656967,JAX00027,4963,807 Turtle Creek Drive North,"807 Turtle Creek Drive North, Jacksonville, FL, 32218",1688824
p1656968,JAX00028,4964,5906 Marty Ct,"5906 Marty Ct, Jacksonville, FL, 32216",1688825
p1656969,JAX00029,4965,7526 Allspice Circle North,"7526 Allspice Circle North, Jacksonville, FL, 32244",1688826
p1656970,JAX00030,4966,531 Mandalay Rd,"531 Mandalay Rd, Jacksonville, FL, 32216",1688827
p1656971,JAX00031,4967,3435 Rogero Road,"3435 Rogero Road, Jacksonville, FL, 32277",1688828
p1656972,JAX00032,4968,4710 Solandra Cir W,"4710 Solandra Cir W, Jacksonville, FL, 32210",1688829
p1656973,JAX00033,4969,2013 Firestone Road,"2013 Firestone Road, Jacksonville, FL, 32210",1688830
p1656974,JAX00034,4970,2454 Buttonwood Dr,"2454 Buttonwood Dr, Jacksonville, FL, 32216",1688831
p1656975,JAX00035,4971,8808 India Avenue,"8808 India Avenue, Jacksonville, FL, 32211",1688832
p1656976,JAX00036,4972,14280 Falconhead Drive,"14280 Falconhead Drive, Jacksonville, FL, 32224",1688833
p1656977,JAX00037,4973,7730 Collins Ridge Boulevard,"7730 Collins Ridge Boulevard, Jacksonville, FL, 32244",1688834
p1656978,JAX00038,4974,11241 Princessa Ln,"11241 Princessa Ln, Jacksonville, FL, 32218",1688835
p1656979,JAX00039,4975,7486 Countryman Lane,"7486 Countryman Lane, Jacksonville, FL, 32244",1688836
p1656980,JAX00040,4976,10322 Big Feather Trl,"10322 Big Feather Trl, Jacksonville, FL, 32257",1688837
p1656981,JAX00041,4977,6832 Bakersfield Drive,"6832 Bakersfield Drive, Jacksonville, FL, 32210",1688838
p1656982,JAX00042,4978,6239 Kenny Road,"6239 Kenny Road, Jacksonville, FL, 32254",1688839
p1656983,JAX00043,4979,80 Marisco Way,"80 Marisco Way, Jacksonville, FL, 32220",1688840
p1656984,JAX00044,4980,9970 Timberlake Dr E,"9970 Timberlake Dr E, Jacksonville, FL, 32257",1688841
p1656985,JAX00045,4981,7901 Winterwood Circle North,"7901 Winterwood Circle North, Jacksonville, FL, 32210",1688842
p1656986,JAX00046,4982,5917 Copper Lake Drive,"5917 Copper Lake Drive, Jacksonville, FL, 32218",1688843
p1656987,JAX00047,4983,8812 Fieldside Drive South,"8812 Fieldside Drive South, Jacksonville, FL, 32244",1688844
p1656988,JAX00048,4984,157 News Street,"157 News Street, Jacksonville, FL, 32211",1688845
p1656989,JAX00049,4985,9418 Prosperity Lake Dr,"9418 Prosperity Lake Dr, Jacksonville, FL, 32244",1688846
p1656990,JAX00050,4986,6236 Faulkner Circle,"6236 Faulkner Circle, Jacksonville, FL, 32244",1688847
p1656991,JAX00051,4987,5533 Oliver Street North,"5533 Oliver Street North, Jacksonville, FL, 32211",1688848
p1656992,JAX00052,4988,8331 Cross Timbers Drive West,"8331 Cross Timbers Drive West, Jacksonville, FL, 32244",1688849
p1656993,JAX00053,4989,8455 Weather Vane Ct.,"8455 Weather Vane Ct., Jacksonville, FL, 32244",1688850
p1656994,JAX00054,4990,5318 Thoroughbred Boulevard,"5318 Thoroughbred Boulevard, Jacksonville, FL, 32257",1688851
p1656995,JAX00055,4991,12744 Serenade Circle South,"12744 Serenade Circle South, Jacksonville, FL, 32225",1688852
p1656996,JAX00056,4992,6623 Kinlock Drive West,"6623 Kinlock Drive West, Jacksonville, FL, 32219",1688853
p1656997,JAX00057,4993,4335 Dazet Court,"4335 Dazet Court, Jacksonville, FL, 32210",1688854
p1656998,JAX00058,4994,6933 Huntington Woods Circle West,"6933 Huntington Woods Circle West, Jacksonville, FL, 32244",1688855
p1656999,JAX00059,4995,6421 Manhattan Drive,"6421 Manhattan Drive, Jacksonville, FL, 32219",1688856
p1657000,JAX00060,4996,8252 Frost St S,"8252 Frost St S, Jacksonville, FL, 32221",1688857
p1657001,JAX00061,4997,6311 Maney Drive South,"6311 Maney Drive South, Jacksonville, FL, 32216",1688858
p1657002,JAX00062,4998,9646 Watershed Drive South,"9646 Watershed Drive South, Jacksonville, FL, 32220",1688859
p1657003,JAX00063,4999,3639 North Ride Drive,"3639 North Ride Drive, Jacksonville, FL, 32223",1688860
p1657004,JAX00064,5000,10644 Northwyck Drive,"10644 Northwyck Drive, Jacksonville, FL, 32218",1688861
p1657005,JAX00065,5001,7556 Collins Court,"7556 Collins Court, Jacksonville, FL, 32244",1688862
p1657006,JAX00066,5002,8446 Ruckman Avenue,"8446 Ruckman Avenue, Jacksonville, FL, 32221",1688863
p1657007,JAX00067,5003,8155 Crosswind Rd,"8155 Crosswind Rd, Jacksonville, FL, 32244",1688864
p1657008,JAX00068,5004,11321 Rustic Green Court,"11321 Rustic Green Court, Jacksonville, FL, 32257",1688865
p1657009,JAX00069,5005,8077 Springtree Rd,"8077 Springtree Rd, Jacksonville, FL, 32210",1688866
p1657010,JAX00070,5006,11396 Blossom Ridge Dr,"11396 Blossom Ridge Dr, Jacksonville, FL, 32218",1688867
p1657011,JAX00071,5007,2998 Bessent Road,"2998 Bessent Road, Jacksonville, FL, 32218",1688868
p1657012,JAX00072,5008,8008 Santillo Dr,"8008 Santillo Dr, Jacksonville, FL, 32217",1688869
p1657013,JAX00073,5009,13550 Valbuena Court,"13550 Valbuena Court, Jacksonville, FL, 32224",1688870
p1657014,JAX00074,5010,12951 Julington Ridge Drive,"12951 Julington Ridge Drive, Jacksonville, FL, 32258",1688871
p1657015,JAX00075,5011,7987 Domingue Ct,"7987 Domingue Ct, Jacksonville, FL, 32210",1688872
p1657016,JAX00076,5012,7727 Enderby Ave E,"7727 Enderby Ave E, Jacksonville, FL, 32244",1688873
p1657017,JAX00077,5013,5165 Thoroughbred Boulevard,"5165 Thoroughbred Boulevard, Jacksonville, FL, 32257",1688874
p1657018,JAX00078,5014,738 Century Point Drive East,"738 Century Point Drive East, Jacksonville, FL, 32216",1688875
p1657019,JAX00079,5015,9096 Redtail Drive,"9096 Redtail Drive, Jacksonville, FL, 32222",1688876
p1657020,JAX00080,5016,764 Perryman Lane E,"764 Perryman Lane E, Jacksonville, FL, 32221",1688877
p1657021,JAX00081,5017,8926 Chambore Drive,"8926 Chambore Drive, Jacksonville, FL, 32256",1688878
p1657022,JAX00082,5018,7533 Pheasant Path Dr,"7533 Pheasant Path Dr, Jacksonville, FL, 32244",1688879
p1657023,JAX00083,5019,13033 Birch Bark Court North,"13033 Birch Bark Court North, Jacksonville, FL, 32246",1688880
p1657024,JAX00084,5020,6498 S Diamond Leaf Ct,"6498 S Diamond Leaf Ct, Jacksonville, FL, 32244",1688881
p1657025,JAX00085,5021,7371 Edenfield Park Rd,"7371 Edenfield Park Rd, Jacksonville, FL, 32244",1688882
p1657026,JAX00086,5022,7247 Rose Creek Lane,"7247 Rose Creek Lane, Jacksonville, FL, 32219",1688883
p1657027,JAX00087,5023,7108 Swamp Flower Lane,"7108 Swamp Flower Lane, Jacksonville, FL, 32244",1688884
p1657028,JAX00088,5024,6620 Shady Oak Dr,"6620 Shady Oak Dr, Jacksonville, FL, 32277",1688885
p1657029,JAX00089,5025,10498 Arrowhead Dr,"10498 Arrowhead Dr, Jacksonville, FL, 32257",1688886
p1657030,JAX00090,5026,439 Moby Dick Dr N,"439 Moby Dick Dr N, Jacksonville, FL, 32218",1688887
p1657031,JAX00091,5027,3616 Millcrest Drive,"3616 Millcrest Drive, Jacksonville, FL, 32277",1688888
p1657032,JAX00092,5028,423 Baisden Rd,"423 Baisden Rd, Jacksonville, FL, 32218",1688889
p1657033,JAX00093,5029,4096 Ferrarra St,"4096 Ferrarra St, Jacksonville, FL, 32217",1688890
p1657034,JAX00094,5030,4076 Huntington Forest Blvd,"4076 Huntington Forest Blvd, Jacksonville, FL, 32257",1688891
p1657035,JAX00095,5031,628 4th Avenue South,"628 4th Avenue South, Jacksonville Beach, FL, 32250",1688892
p1657036,JAX00096,5032,3930 S English Colony Dr,"3930 S English Colony Dr, Jacksonville, FL, 32257",1688893
p1657037,JAX00097,5033,3847 English Colony Dr N,"3847 English Colony Dr N, Jacksonville, FL, 32257",1688894
p1657038,JAX00098,5034,3540 Cesery Blvd,"3540 Cesery Blvd, Jacksonville, FL, 32211",1688895
p1657039,JAX00099,5035,3137 Overhill Dr,"3137 Overhill Dr, Jacksonville, FL, 32277",1688896
p1657040,JAX00100,5036,6847 Rivercrest Drive,"6847 Rivercrest Drive, Jacksonville, FL, 32226",1688897
p1657041,JAX00101,5037,2266 Dumfries Cir E,"2266 Dumfries Cir E, Jacksonville, FL, 32246",1688898
p1657042,JAX00102,5038,7423 Leroy Drive,"7423 Leroy Drive, Jacksonville, FL, 32244",1688899
p1657043,JAX00103,5039,1325 Arlingwood Ave,"1325 Arlingwood Ave, Jacksonville, FL, 32211",1688900
p1657044,JAX00104,5040,11635 Poydras Lane,"11635 Poydras Lane, Jacksonville, FL, 32218",1688901
p1657045,JAX00105,5041,4245 Camellia Cir W,"4245 Camellia Cir W, Jacksonville, FL, 32207",1688902
p1657046,JAX00106,5042,7658 Collins Ridge Boulevard,"7658 Collins Ridge Boulevard, Jacksonville, FL, 32244",1688903
p1657047,JAX00107,5043,10847 Bahia Dr.,"10847 Bahia Dr., Jacksonville, FL, 32246",1688904
p1657048,JAX00108,5044,1483 Apple Oak Court,"1483 Apple Oak Court, Jacksonville, FL, 32225",1688905
p1657049,JAX00109,5045,4105 E Wilcrest Cir,"4105 E Wilcrest Cir, Jacksonville, FL, 32277",1688906
p1657050,JAX00110,5046,12113 Cancun Drive,"12113 Cancun Drive, Jacksonville, FL, 32225",1688907
p1657051,JAX00111,5047,7833 Invermere Blvd N,"7833 Invermere Blvd N, Jacksonville, FL, 32244",1688908
p1657052,JAX00112,5048,10683 Pine Acres Rd,"10683 Pine Acres Rd, Jacksonville, FL, 32257",1688909
p1657053,JAX00113,5049,1213 Sizemore Court,"1213 Sizemore Court, Jacksonville, FL, 32221",1688910
p1657054,JAX00114,5050,7901 Collins Ridge Boulevard,"7901 Collins Ridge Boulevard, Jacksonville, FL, 32244",1688911
p1657055,JAX00115,5051,8636 Dellbridge Ct,"8636 Dellbridge Ct, Jacksonville, FL, 32244",1688912
p1657056,JAX00116,5052,8055 International Village Drive,"8055 International Village Drive, Jacksonville, FL, 32277",1688913
p1657057,JAX00117,5053,11752 Crooked River Road,"11752 Crooked River Road, Jacksonville, FL, 32219",1688914
p1657058,JAX00118,5054,3214 Fiesta Lane,"3214 Fiesta Lane, Jacksonville, FL, 32277",1688915
p1657059,JAX00119,5055,8616 Blackberry Lane,"8616 Blackberry Lane, Jacksonville, FL, 32244",1688916
p1657060,JAX00120,5056,12625 Agatite Road,"12625 Agatite Road, Jacksonville, FL, 32258",1688917
p1657061,JAX00121,5057,11043 Key Coral Drive,"11043 Key Coral Drive, Jacksonville, FL, 32218",1688918
p1657062,JAX00122,5058,8609 Brixton Court,"8609 Brixton Court, Jacksonville, FL, 32244",1688919
p1657063,JAX00123,5059,3026 Mangrove Avenue,"3026 Mangrove Avenue, Jacksonville, FL, 32246",1688920
p1657064,JAX00124,5060,10103 Huntington Forest Blvd,"10103 Huntington Forest Blvd, Jacksonville, FL, 32257",1688921
p1657065,JAX00125,5061,12943 Mandarin Point Lane,"12943 Mandarin Point Lane, Jacksonville, FL, 32223",1688922
p1657066,JAX00126,5062,9660 Stanford Bridge Dr,"9660 Stanford Bridge Dr, Jacksonville, FL, 32221",1688923
p1657068,JAX00128,5064,7636 Galveston Avenue,"7636 Galveston Avenue, Jacksonville, FL, 32211",1688925
p1657069,JAX00129,5065,4830 Latimer Road South,"4830 Latimer Road South, Jacksonville, FL, 32257",1688926
p1657070,JAX00130,5066,735 Bonita Rd,"735 Bonita Rd, Jacksonville, FL, 32233",1688927
p1657071,JAX00131,5067,745 Century Point Drive East,"745 Century Point Drive East, Jacksonville, FL, 32216",1688928
p1657072,JAX00132,5068,4123 Broad Creek Lane,"4123 Broad Creek Lane, Jacksonville, FL, 32218",1688929
p1657073,JAX00133,5069,5525 Oak Crossing Dr,"5525 Oak Crossing Dr, Jacksonville, FL, 32244",1688930
p1657074,JAX00134,5070,6091 Shakespeare Drive,"6091 Shakespeare Drive, Jacksonville, FL, 32244",1688931
p1657075,JAX00135,5071,3989 Distant Moon Ct,"3989 Distant Moon Ct, Jacksonville, FL, 32210",1688932
p1657076,JAX00136,5072,6117 Hannah Stables Court,"6117 Hannah Stables Court, Jacksonville, FL, 32244",1688933
p1657077,JAX00137,5073,7226 Glendyne Drive North,"7226 Glendyne Drive North, Jacksonville, FL, 32216",1688934
p1657078,JAX00138,5074,419 Holiday Hill Circle West,"419 Holiday Hill Circle West, Jacksonville, FL, 32216",1688935
p1657079,JAX00139,5075,7018 S Miss Muffet Ln,"7018 S Miss Muffet Ln, Jacksonville, FL, 32210",1688936
p1657080,JAX00140,5076,6359 Tree Top Circle West,"6359 Tree Top Circle West, Jacksonville, FL, 32244",1688937
p1657081,JAX00141,5077,10425 Greenhaven Drive,"10425 Greenhaven Drive, Jacksonville, FL, 32246",1688938
p1657082,JAX00142,5078,5649 Falcon Street West,"5649 Falcon Street West, Jacksonville, FL, 32244",1688939
p1657083,JAX00143,5079,2174 Cypress Landing Drive,"2174 Cypress Landing Drive, Jacksonville, FL, 32233",1688940
p1657084,JAX00144,5080,5937 West Camaro Drive,"5937 West Camaro Drive, Jacksonville, FL, 32244",1688941
p1657085,JAX00145,5081,6020 George Wood Lane West,"6020 George Wood Lane West, Jacksonville, FL, 32244",1688942
p1657086,JAX00146,5082,8365 Knotts Landing Drive East,"8365 Knotts Landing Drive East, Jacksonville, FL, 32244",1688943
p1657087,JAX00147,5083,3931 Hunters Lake Circle West,"3931 Hunters Lake Circle West, Jacksonville, FL, 32210",1688944
p1657088,JAX00148,5084,1433 Kingfisher Lane North,"1433 Kingfisher Lane North, Jacksonville, FL, 32218",1688945
p1657089,JAX00149,5085,10972 Majuro Drive,"10972 Majuro Drive, Jacksonville, FL, 32246",1688946
p1657090,JAX00150,5086,8513 Graybar Dr,"8513 Graybar Dr, Jacksonville, FL, 32221",1688947
p1657091,JAX00151,5087,12585 Ash Harbor Drive,"12585 Ash Harbor Drive, Jacksonville, FL, 32224",1688948
p1657092,JAX00152,5088,6043 PARK STREET,"6043 PARK STREET, Jacksonville, FL, 32205",1688949
p1657093,JAX00153,5089,749 Perryman Ln W,"749 Perryman Ln W, Jacksonville, FL, 32221",1688950
p1657094,JAX00154,5090,12223 Antibes Street,"12223 Antibes Street, Jacksonville, FL, 32224",1688951
p1657095,JAX00155,5091,4351 Charleston Lane,"4351 Charleston Lane, Jacksonville, FL, 32210",1688952
p1657096,JAX00156,5092,8236 Weybridge Drive,"8236 Weybridge Drive, Jacksonville, FL, 32244",1688953
p1657097,JAX00157,5093,8348 Vining St,"8348 Vining St, Jacksonville, FL, 32210",1688954
p1657098,JAX00158,5094,8340 Vining St,"8340 Vining St, Jacksonville, FL, 32210",1688955
p1657099,JAX00159,5095,6642 Lucente Dr,"6642 Lucente Dr, Jacksonville, FL, 32210",1688956
p1657100,JAX00160,5096,11469 Wingate Rd N,"11469 Wingate Rd N, Jacksonville, FL, 32218",1688957
p1657101,JAX00161,5097,6011 Meadow Ln,"6011 Meadow Ln, Jacksonville, FL, 32277",1688958
p1657102,JAX00162,5098,13264 Galway Ave,"13264 Galway Ave, Jacksonville, FL, 32218",1688959
p1657103,JAX00163,5099,9057 Gloucestershire Ct,"9057 Gloucestershire Ct, Jacksonville, FL, 32219",1688960
p1657104,JAX00164,5100,7418 La Ventura Drive South,"7418 La Ventura Drive South, Jacksonville, FL, 32210",1688961
p1657105,JAX00165,5101,1847 Killarn Cir,"1847 Killarn Cir, Middleburg, FL, 32068",1688962
p1657106,JAX00166,5102,7256 Mimosa Grove Trail,"7256 Mimosa Grove Trail, Jacksonville, FL, 32210",1688963
p1657107,JAX00167,5103,1974 Kusaie Dr,"1974 Kusaie Dr, Jacksonville, FL, 32246",1688964
p1657108,JAX00168,5104,6136 Post Oak Road West,"6136 Post Oak Road West, Jacksonville, FL, 32277",1688965
p1657109,JAX00169,5105,7564 Hillock Drive South,"7564 Hillock Drive South, Jacksonville, FL, 32221",1688966
p1657110,JAX00170,5106,7819 Volvo Street,"7819 Volvo Street, Jacksonville, FL, 32244",1688967
p1657111,JAX00171,5107,6203 Shetland Road,"6203 Shetland Road, Jacksonville, FL, 32277",1688968
p1657112,JAX00172,5108,8912 Riverine Court,"8912 Riverine Court, Jacksonville, FL, 32210",1688969
p1657113,JAX00173,5109,7671 Vale Dr,"7671 Vale Dr, JACKSONVILLE, FL, 32221",1688970
p1657114,JAX00174,5110,2412 Alden Trace Blvd W,"2412 Alden Trace Blvd W, Jacksonville, FL, 32246",1688971
p1657115,JAX00175,5111,"10848 Copper Hill Dr,","10848 Copper Hill Dr,, Jacksonville, FL, 32218",1688972
p1657116,JAX00176,5112,11099 Pine Estates Drive,"11099 Pine Estates Drive, Jacksonville, FL, 32218",1688973
p1657117,JAX00177,5113,7600 Pheasant Path Dr,"7600 Pheasant Path Dr, Jacksonville, FL, 32244",1688974
p1657118,JAX00178,5114,13270 Gillespie Avenue,"13270 Gillespie Avenue, Jacksonville, FL, 32218",1688975
p1657119,JAX00179,5115,8356 Holly Hill Cv,"8356 Holly Hill Cv, Jacksonville, FL, 32221",1688976
p1657120,JAX00180,5116,7270 Exline Road,"7270 Exline Road, Jacksonville, FL, 32222",1688977
p1657121,JAX00181,5117,2319 Island Shore Drive South,"2319 Island Shore Drive South, Jacksonville, FL, 32218",1688978
p1657122,JAX00182,5118,8051 Charmont Drive South,"8051 Charmont Drive South, Jacksonville, FL, 32277",1688979
p1657123,JAX00183,5119,8071 Swamp Flower Drive East,"8071 Swamp Flower Drive East, Jacksonville, FL, 32244",1688980
p1657124,JAX00184,5120,1001 Fields Road,"1001 Fields Road, Jacksonville, FL, 32218",1688981
p1657125,JAX00185,5121,8145 Mactavish Way West,"8145 Mactavish Way West, Jacksonville, FL, 32244",1688982
p1657126,JAX00186,5122,2080 El Lago Way,"2080 El Lago Way, Jacksonville, FL, 32224",1688983
p1657127,JAX00187,5123,6716 Daughtry Boulevard South,"6716 Daughtry Boulevard South, Jacksonville, FL, 32210",1688984
p1657128,JAX00188,5124,8067 SantilLo Dr,"8067 SantilLo Dr, Jacksonville, FL, 32217",1688985
p1657129,JAX00189,5125,10374 Walnut Bend North,"10374 Walnut Bend North, Jacksonville, FL, 32257",1688986
p1657130,JAX00190,5126,135 Noel Rd,"135 Noel Rd, Orange Park, FL, 32073",1688987
p1657131,JAX00191,5127,2835 Safeshelter Drive East,"2835 Safeshelter Drive East, Jacksonville, FL, 32225",1688988
p1657132,JAX00192,5128,8436 Kona Avenue,"8436 Kona Avenue, Jacksonville, FL, 32211",1688989
p1657133,JAX00193,5129,1864 Ontario Ct,"1864 Ontario Ct, Middleburg, FL, 32068",1688990
p1657134,JAX00194,5130,8151 Montasonta Avenue,"8151 Montasonta Avenue, Jacksonville, FL, 32211",1688991
p1657135,JAX00195,5131,8412 Kona Avenue,"8412 Kona Avenue, Jacksonville, FL, 32211",1688992
p1657136,JAX00196,5132,740 Century Point Drive East,"740 Century Point Drive East, Jacksonville, FL, 32216",1688993
p1657137,JAX00197,5133,7743 Palomino Trail,"7743 Palomino Trail, Jacksonville, FL, 32244",1688994
p1657138,JAX00198,5134,5811 Copper Hill Lane West,"5811 Copper Hill Lane West, Jacksonville, FL, 32218",1688995
p1657139,JAX00199,5135,6443 Velvet Springs Court,"6443 Velvet Springs Court, Jacksonville, FL, 32244",1688996
p1657140,JAX00200,5136,6070 Shakespeare Drive,"6070 Shakespeare Drive, Jacksonville, FL, 32244",1688997
p1657141,JAX00201,5137,5744 Redpoll Avenue,"5744 Redpoll Avenue, Jacksonville, FL, 32219",1688998
p1657142,JAX00202,5138,9589 Villiers Drive North,"9589 Villiers Drive North, Jacksonville, FL, 32221",1688999
p1657143,JAX00203,5139,7768 Rockridge Drive West,"7768 Rockridge Drive West, Jacksonville, FL, 32244",1689000
p1657144,JAX00204,5140,7713 Free Ave,"7713 Free Ave, Jacksonville, FL, 32211",1689001
p1657145,JAX00205,5141,2029 Bo Peep Drive West,"2029 Bo Peep Drive West, Jacksonville, FL, 32210",1689002
p1657146,JAX00206,5142,4254 Timberlake Drive North,"4254 Timberlake Drive North, Jacksonville, FL, 32257",1689003
p1657147,JAX00207,5143,6017 Jaguar Court,"6017 Jaguar Court, Jacksonville, FL, 32244",1689004
p1657148,JAX00208,5144,7600 Free Ave,"7600 Free Ave, jacksonville, FL, 32211",1689005
p1657149,JAX00209,5145,7178 Eudine Dr S,"7178 Eudine Dr S, Jacksonville, FL, 32210",1689006
p1657150,JAX00210,5146,3338 Brachenbury Lane,"3338 Brachenbury Lane, Jacksonville, FL, 32225",1689007
p1657151,JAX00211,5147,10304 Triple Crown Avenue,"10304 Triple Crown Avenue, Jacksonville, FL, 32257",1689008
p1657152,JAX00212,5148,1031 West Lawfin Street,"1031 West Lawfin Street, Jacksonville, FL, 32211",1689009
p1657153,JAX00213,5149,7227 Stonehurst Rd N,"7227 Stonehurst Rd N, Jacksonville, FL, 32277",1689010
p1657154,JAX00214,5150,7067 N Sonora Dr,"7067 N Sonora Dr, Jacksonville, FL, 32244",1689011
p1657155,JAX00215,5151,7029 King Arthur Rd N,"7029 King Arthur Rd N, Jacksonville, FL, 32211",1689012
p1657156,JAX00216,5152,4303 Woodley Creek Road,"4303 Woodley Creek Road, Jacksonville, FL, 32218",1689013
p1657157,JAX00217,5153,6820 Blanco Ct,"6820 Blanco Ct, Jacksonville, FL, 32210",1689014
p1657158,JAX00218,5154,1936 Constant Dr,"1936 Constant Dr, Jacksonville, FL, 32210",1689015
p1657159,JAX00219,5155,2522 Carson Oaks Drive,"2522 Carson Oaks Drive, Jacksonville, FL, 32221",1689016
p1657160,JAX00220,5156,6442 Sierra Dr,"6442 Sierra Dr, Jacksonville, FL, 32244",1689017
p1657161,JAX00221,5157,922 Westgate Dr,"922 Westgate Dr, Jacksonville, FL, 32221",1689018
p1657162,JAX00222,5158,6435 Cooper Ln,"6435 Cooper Ln, Jacksonville, FL, 32210",1689019
p1657163,JAX00223,5159,8397 Argyle Corners Dr,"8397 Argyle Corners Dr, Jacksonville, FL, 32244",1689020
p1657164,JAX00224,5160,1635 Mar Vic Lane,"1635 Mar Vic Lane, Jacksonville, FL, 32218",1689021
p1657165,JAX00225,5161,538 Lawton Ave,"538 Lawton Ave, Jacksonville, FL, 32208",1689022
p1657166,JAX00226,5162,7859 India Ave,"7859 India Ave, Jacksonville, FL, 32211",1689023
p1657167,JAX00227,5163,4503 Anvers Blvd,"4503 Anvers Blvd, Jacksonville, FL, 32210",1689024
p1657168,JAX00228,5164,2145 Bourget Dr,"2145 Bourget Dr, Jacksonville, FL, 32210",1689025
p1657169,JAX00229,5165,2028 Las Brisas Way,"2028 Las Brisas Way, Jacksonville, FL, 32224",1689026
p1657170,JAX00230,5166,10936 Tarin Drive,"10936 Tarin Drive, Jacksonville, FL, 32218",1689027
p1657171,JAX00231,5167,4358 Woodley Creek Rd,"4358 Woodley Creek Rd, Jacksonville, FL, 32218",1689028
p1657172,JAX00232,5168,4239 Barmer Dr,"4239 Barmer Dr, Jacksonville, FL, 32210",1689029
p1657173,JAX00233,5169,4180 Jillian Dr,"4180 Jillian Dr, Jacksonville, FL, 32210",1689030
p1657174,JAX00234,5170,403 S 13th Ter,"403 S 13th Ter, Fernandina Beach, FL, 32034",1689031
p1657175,JAX00235,5171,7524 Saundersville Ct,"7524 Saundersville Ct, Jacksonville, FL, 32244",1689032
p1657176,JAX00236,5172,3998 Hatchling Ct,"3998 Hatchling Ct, Jacksonville, FL, 32210",1689033
p1657177,JAX00237,5173,2649 Kenwood Dr W,"2649 Kenwood Dr W, Jacksonville, FL, 32210",1689034
p1657178,JAX00238,5174,2549 Jessica Ln,"2549 Jessica Ln, Jacksonville, FL, 32210",1689035
p1657179,JAX00239,5175,2518 Congaree Dr W,"2518 Congaree Dr W, Jacksonville, FL, 32211",1689036
p1657180,JAX00240,5176,10945 Reading Rd,"10945 Reading Rd, Jacksonville, FL, 32257",1689037
p1657181,JAX00241,5177,2476 Townsquare Dr,"2476 Townsquare Dr, Jacksonville, FL, 32216",1689038
p1657182,JAX00242,5178,2255 Tegner Dr,"2255 Tegner Dr, Jacksonville, FL, 32210",1689039
p1657183,JAX00243,5179,1172 Palisades Dr,"1172 Palisades Dr, Jacksonville, FL, 32221",1689040
p1657184,JAX00244,5180,1843 James Madison Court,"1843 James Madison Court, Jacksonville, FL, 32221",1689041
p1657185,JAX00245,5181,11525 Birch Forest Cir E,"11525 Birch Forest Cir E, Jacksonville, FL, 32218",1689042
p1657186,JAX00246,5182,1854 Samuel Adams Court,"1854 Samuel Adams Court, Jacksonville, FL, 32221",1689043
p1657187,JAX00247,5183,11032 Traci Lynn Dr,"11032 Traci Lynn Dr, Jacksonville, FL, 32218",1689044
p1657188,JAX00248,5184,1687 Liberty Tree Place,"1687 Liberty Tree Place, Jacksonville, FL, 32221",1689045
p1657189,JAX00249,5185,1049 Underhill Dr,"1049 Underhill Dr, Jacksonville, FL, 32211",1689046
p1657190,JAX00250,5186,1825 Boston Commons Way,"1825 Boston Commons Way, Jacksonville, FL, 32221",1689047
p1657191,JAX00251,5187,1046 Le Brun Dr,"1046 Le Brun Dr, Jacksonville, FL, 32205",1689048
